"Date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow data from the CT_noCC run for the CalLite-CV element from which we're going to be deriving these DSM stream flow time series in cfs (I couldn't find an output file in the Basin Study documentation for this like I did for the Outflow data in the master csv but spot checks indicated that the GoldSim model file I'm pulling these from have identical data to those outputs), CSDate is for my reference to avoid screwing up the 10/2014=10/1925 matching and shouldn't be needed for you, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (in TAF/month, NOT cfs - I can do that conversion if it's more convenient but I'm hoping it'll be trivial for you... in any case we're not trying to do mass balance here, just multiplying by the fractions of the CalSim II totals, so as long as CalSim II is internally consistent wrt units it should be fine, right?). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. The CalSim II run I'm using at the moment is the most recent representation of current operations I've received; probably we'll be choosing a different baseline in the future but the matches csv mentioned above contains the CalSim II match for DSM streams, so I can go back and re-pull those time series if/when necessary. C17603 is Sites Reservoir outflows into the Sacramento in this region; it's zeroed out in the run I'm using but that should be re-checked if a different run is used. NOTE that matching 2014 to 1925 results in the last ~7 years of the CalLite-CV run not having an equivalent CS2 number...",,,,,,,,,,,,
Date,WilkinsSlough,CSDate,Elder Creek,Thomes Creek,Antelope Creek,Mill Creek,Deer Creek,Big Chico Creek,Stony Creek,C184A,I118,I123
4/1/2051 0:00,2019,30-Apr-62,115.9,701.4,123.5,381.9,578.5,104.6,30,873.9,0,53.5
5/1/2051 0:00,1575,31-May-62,34.2,192.7,117.9,370.6,346.7,47.6,28,1207.7,0,28.20000076
6/1/2051 0:00,1237,30-Jun-62,11.5,71.4,60.9,295.8,176.2,33,12,1228.1,0,27.89999962
7/1/2051 0:00,899.1,31-Jul-62,2.7,11.3,30.1,144.8,109.1,25.2,0,1425.3,0,33
8/1/2051 0:00,968,31-Aug-62,2.3,7.7,27,103.3,91.7,22.9,0,1115.6,0,33.70000076
9/1/2051 0:00,944.8,30-Sep-62,0.7,1.9,27.9,92.3,85.4,22.2,23,494.5,0,48.29999924
10/1/2051 0:00,2211,31-Oct-62,37.8,311.8,234.1,688.5,851.2,337.6,12,0,35.09999847,44.59999847
11/1/2051 0:00,2563,30-Nov-62,22.7,116.8,53.6,173.7,195.3,55,92,65.3,1,3.099999905
12/1/2051 0:00,2512,31-Dec-62,66.2,427,253.6,530.3,574.9,302.4,489,0,42.09999847,0
1/1/2052 0:00,2550,31-Jan-63,108.2,328.3,159.9,343.4,362.5,167.2,360,1025,0,15.69999981
2/1/2052 0:00,2943,28-Feb-63,408.5,1231.9,273.4,669.8,789.5,344.9,2040,0,193.6999969,52.5
3/1/2052 0:00,3298,31-Mar-63,177.2,345.5,172.2,358.4,486.4,261,382,60.6,20.20000076,52.70000076
4/1/2052 0:00,4126,30-Apr-63,313.1,1077.7,570.2,859.8,1336.8,668.8,1358,0,185.3000031,60.70000076
5/1/2052 0:00,3804,31-May-63,116.6,596.8,216.3,571.2,525.6,128.6,125,461.2,36.70000076,0
6/1/2052 0:00,1783,30-Jun-63,35.4,123.5,67.2,323,228.6,58.1,12,1457.8,0,81.69999695
7/1/2052 0:00,1074,31-Jul-63,13.8,31.8,44.6,163.6,146.6,35.5,11,1106.8,0,34.5
8/1/2052 0:00,964.9,31-Aug-63,5.1,9.7,38.7,121.4,119.4,27.8,12,1074,0,24
9/1/2052 0:00,1044,30-Sep-63,3.6,6.4,37.7,111.3,112.6,26,23,0,0,71
10/1/2052 0:00,1070,31-Oct-63,11.1,22.1,42.3,115.4,125.2,30.3,49,0,0.400000006,33.09999847
11/1/2052 0:00,2131,30-Nov-63,89.7,306.4,110.5,263.7,268.6,79.8,460,926.5,1.299999952,0
12/1/2052 0:00,1858,31-Dec-63,23,91.3,49.7,139.5,143.8,33.1,156,485.6,0,49.5
1/1/2053 0:00,2575,31-Jan-64,61.3,198.9,163.6,303.2,365.1,187.8,247,818.4,17.39999962,18.70000076
2/1/2053 0:00,2030,29-Feb-64,31.4,238.9,62.5,171.9,204.5,86.1,28,647.3,0,81
3/1/2053 0:00,1282,31-Mar-64,22.1,126,61,158.1,188.8,70.9,3,158.6,0,23.60000038
4/1/2053 0:00,1572,30-Apr-64,23,152.4,71.3,268.7,292.9,72.9,30,949.7,0,8.699999809
5/1/2053 0:00,1152,31-May-64,13.7,92.6,68.8,276.4,240,41.3,17,1483.6,0,47.09999847
6/1/2053 0:00,967.3,30-Jun-64,6.4,36,49.7,209.9,154.1,31.8,0,1144.2,0,17.10000038
7/1/2053 0:00,1078,31-Jul-64,1,7.3,31.9,117.6,103.2,22.6,0,781.1,0,4
8/1/2053 0:00,1139,31-Aug-64,0.1,1.8,29.6,90.8,90.8,19.5,0,828.5,0,35.29999924
9/1/2053 0:00,1051,30-Sep-64,0.4,1.2,33.7,91.6,93,21.4,12,591.7,0,36.5
10/1/2053 0:00,944.1,31-Oct-64,7.6,8.9,37.7,97.2,97.3,24.6,4,0,0,0
11/1/2053 0:00,1724,30-Nov-64,119.8,158.4,169.3,258.7,272.2,106,11,735.4,0,74.40000153
12/1/2053 0:00,9356,31-Dec-64,687.4,3055.2,603.4,1448.6,1974.8,819.6,3491,0,0,89.80000305
1/1/2054 0:00,13498,31-Jan-65,480.7,1286.4,578.4,873,1471.6,851.6,3131,0,0,537.4000244
2/1/2054 0:00,3133,28-Feb-65,116.7,650.1,144.2,335.8,481.3,164.4,101,611,78,95.19999695
3/1/2054 0:00,1763,31-Mar-65,69.1,336.7,134.2,303.1,408.5,103.3,15,351.9,0,49.79999924
4/1/2054 0:00,2252,30-Apr-65,501.8,993.4,427.7,763,1013.5,391.8,494,0,588,0
5/1/2054 0:00,2202,31-May-65,99.2,469.7,152.6,475.7,442.3,88.3,19,497.8,0,26.70000076
6/1/2054 0:00,1491,30-Jun-65,31.1,119,67.9,405.7,247.6,44.1,12,1026,0,24.29999924
7/1/2054 0:00,1291,31-Jul-65,13.5,28,43.7,221.4,160.1,31.7,11,1078.9,0,0
8/1/2054 0:00,1269,31-Aug-65,7.7,16.8,46,166.9,149.2,30.2,12,777.4,0,1.399999976
9/1/2054 0:00,1028,30-Sep-65,5,9.3,42.6,124.9,126.1,27.1,23,528.4,0,45
10/1/2054 0:00,884.4,31-Oct-65,4.8,7.5,39.6,105.6,116.2,24.8,14,0,0,28.20000076
11/1/2054 0:00,2108,30-Nov-65,203.8,201.7,92.1,212.6,271.5,105.6,496,317.4,23.79999924,5
12/1/2054 0:00,2294,31-Dec-65,51.4,108.6,77.3,171.8,194.8,73.1,440,683.2,0,0
1/1/2055 0:00,3912,31-Jan-66,288.2,559.4,169.4,284.5,406.3,256.4,1695,0,87.59999847,59.90000153
2/1/2055 0:00,3188,28-Feb-66,154.1,290,163.5,248.5,302.1,184.5,327,0,117.4000015,20.39999962
3/1/2055 0:00,2130,31-Mar-66,147.3,674.7,117.4,285.7,351.7,145.5,14,0,1.399999976,8.800000191
4/1/2055 0:00,1744,30-Apr-66,122.7,792.3,131.8,448.7,518.9,91.1,30,970.8,0,47.29999924
5/1/2055 0:00,1194,31-May-66,33,257.9,88.4,350.5,236.9,37.3,28,1049.6,1.899999976,42.29999924
6/1/2055 0:00,1089,30-Jun-66,13,56.2,40.9,177.5,129.8,27.7,12,960.2,0,0
7/1/2055 0:00,967.2,31-Jul-66,4.8,17.1,32.9,118.7,101.3,22.3,0,683.7,0,0
8/1/2055 0:00,944.4,31-Aug-66,1.7,5,29.1,95.8,91.8,18.9,0,1197,0,18.79999924
9/1/2055 0:00,927.1,30-Sep-66,2.2,4.7,31.6,91.7,91,20.8,23,305.1,0,34.29999924
10/1/2055 0:00,775.7,31-Oct-66,2.4,4,33.6,87.6,91.5,20.9,0,0,0,0
11/1/2055 0:00,2173,30-Nov-66,91.8,283.6,162.1,301.7,385.4,139.7,11,762,54.79999924,0
12/1/2055 0:00,3635,31-Dec-66,222.5,700.6,266.8,441.1,575.7,332.8,780,0,106.5,153.5
1/1/2056 0:00,10939,31-Jan-67,438.6,834.3,420.3,603.4,832.5,644.6,2590,0,47.29999924,0
2/1/2056 0:00,3004,28-Feb-67,216.9,597.5,183,362.7,525.2,259.5,450,0,185.6999969,293.2000122
3/1/2056 0:00,2809,31-Mar-67,133.5,398,305.1,497.7,798.8,419.8,165,0,30.5,43.59999847
4/1/2056 0:00,3472,30-Apr-67,232.8,362.3,367.1,505.6,762.9,451.9,132,0,34,58.20000076
5/1/2056 0:00,3540,31-May-67,201.1,898.8,311,800.9,1054.4,253.7,299,0,0,57.40000153
6/1/2056 0:00,2088,30-Jun-67,126.5,363.6,184.5,653.3,462.9,71.3,148,1460,0,67.09999847
7/1/2056 0:00,1184,31-Jul-67,24.3,53.9,59.2,290.6,179.6,35.2,11,728.7,0,11.89999962
8/1/2056 0:00,1219,31-Aug-67,9.8,16.3,42.3,142.6,134.8,26.1,12,711,0,37.40000153
9/1/2056 0:00,1047,30-Sep-67,5.7,8.6,40.5,119.9,120.3,23.2,23,64,0,40.70000076
10/1/2056 0:00,937.1,31-Oct-67,7.4,22.1,44.6,127.1,124.7,27.7,189,0,0,49
11/1/2056 0:00,971.7,30-Nov-67,10.7,33.5,49.1,135.3,130.7,35.1,295,18.1,0,56.5
12/1/2056 0:00,1555,31-Dec-67,28.2,129.9,88.1,175.1,168.8,70.8,54,343.4,0,67.69999695
1/1/2057 0:00,4438,31-Jan-68,145.7,811.6,308.6,436.2,473.7,202.1,1204,446,72.59999847,13.30000019
2/1/2057 0:00,6138,29-Feb-68,323.1,1190.7,339.8,647.2,928.5,456.3,1637,0,34.59999847,134.6999969
3/1/2057 0:00,3453,31-Mar-68,96.9,422.8,185.5,372.4,537.1,215.4,22,303,66.40000153,229.1000061
4/1/2057 0:00,1827,30-Apr-68,54.1,282.4,99.5,297,351.8,72.2,30,738.9,0,84.90000153
5/1/2057 0:00,1379,31-May-68,29.1,144.5,78.4,288,217.7,39.5,28,1366,0,79.59999847
6/1/2057 0:00,1073,30-Jun-68,11.5,42.4,45.6,209.7,134.1,27.9,0,836,0,21.10000038
7/1/2057 0:00,1099,31-Jul-68,3,14.5,35.7,126.8,101.4,22.3,0,1008.7,0,9.100000381
8/1/2057 0:00,1031,31-Aug-68,3.4,9.3,45,125.7,102.7,24.3,0,1388.7,0,65.5
9/1/2057 0:00,1027,30-Sep-68,1.7,6.2,34.3,95.4,92.5,21.3,23,324,0,41.20000076
10/1/2057 0:00,988.2,31-Oct-68,3.5,9.6,45.9,134,122.3,32.5,4,0,7.300000191,33.59999847
11/1/2057 0:00,1448,30-Nov-68,13,74.4,97.1,221.1,187.3,57.7,11,287.6,0,48.5
12/1/2057 0:00,4652,31-Dec-68,143.7,268.4,438.7,518.9,595.1,296,10,0,133.6000061,48.90000153
1/1/2058 0:00,15697,31-Jan-69,618.5,1797.4,1013.2,1363.8,2187.5,1312.5,4172,0,198.6000061,222.3000031
2/1/2058 0:00,13518,28-Feb-69,575.2,851.8,636.9,719.8,1139.2,808.8,3635,0,246.1999969,204.6999969
3/1/2058 0:00,6054,31-Mar-69,355.4,1145.3,233.7,381.2,570.2,301.9,583,0,142.6999969,147.8000031
4/1/2058 0:00,3043,30-Apr-69,304.9,2015.7,289.2,624.2,985.5,283.1,260,0,0,72.69999695
5/1/2058 0:00,2598,31-May-69,192.1,1284.5,327.2,872.5,960.5,103.1,101,611.3,0,0
6/1/2058 0:00,1609,30-Jun-69,42.2,254,125,522.8,371.3,52.4,12,1055.1,7.800000191,5.800000191
7/1/2058 0:00,1409,31-Jul-69,12.8,47.1,57.2,249.6,192,36,11,694.4,0,0
8/1/2058 0:00,1246,31-Aug-69,4.7,14.5,45.7,150.2,149.9,29.4,12,800,0,0
9/1/2058 0:00,1318,30-Sep-69,3.9,8.7,43.3,129.5,133.7,27.2,23,249.9,0,30.10000038
10/1/2058 0:00,1396,31-Oct-69,5.9,14.3,58.9,155.8,152.7,34.9,34,5.2,0,38.20000076
11/1/2058 0:00,1190,30-Nov-69,9.9,32.9,74.8,178.7,171.5,44.4,212,181.5,0,31.29999924
12/1/2058 0:00,6027,31-Dec-69,200.4,990.6,543.9,898.4,926.4,438.1,1197,0,50.29999924,0
1/1/2059 0:00,20596,31-Jan-70,1000,3268.1,1342.7,2070.6,3023.2,1698.9,6978,0,0,282.8999939
2/1/2059 0:00,7378,28-Feb-70,232.4,585.3,337,498,832.2,342.1,1288,0,109.9000015,247.6000061
3/1/2059 0:00,3754,31-Mar-70,222,552.4,396.5,628.5,878.5,368.3,25,0,92.09999847,94.90000153
4/1/2059 0:00,2191,30-Apr-70,57.1,191.5,118.4,294.6,327.9,80.6,30,791.2,0,70.59999847
5/1/2059 0:00,1838,31-May-70,36.1,170.5,99.3,429.3,279,54.4,28,1377.2,0,58.40000153
6/1/2059 0:00,1478,30-Jun-70,19.8,60.9,72.7,404.8,212.8,38.9,0,1047.2,0,15.80000019
7/1/2059 0:00,1503,31-Jul-70,6.5,14.1,54.5,201,155.3,33.1,0,893.5,0,21.70000076
8/1/2059 0:00,1440,31-Aug-70,2.7,5.9,48.1,134.3,129,29.5,0,1262.3,0,43.20000076
9/1/2059 0:00,1467,30-Sep-70,2.3,5.1,48.5,125.5,121.1,26.5,23,616.4,0,45
10/1/2059 0:00,1347,31-Oct-70,4.1,9.8,48.4,119.4,120.1,27.9,3,0,0,48.40000153
11/1/2059 0:00,4189,30-Nov-70,106.2,285,311,478.1,449.1,176.6,11,922.1,4.099999905,0
12/1/2059 0:00,7806,31-Dec-70,245.5,702,415,588.2,747,469.4,1380,0,230.1000061,120.3000031
1/1/2060 0:00,8668,31-Jan-71,324,1351.6,313.9,477.6,603.7,329.5,1919,0,148,4.300000191
2/1/2060 0:00,3112,28-Feb-71,118.9,595.6,118.5,263.1,339.8,104.7,28,706.5,61.40000153,57
3/1/2060 0:00,3689,31-Mar-71,237.3,915.6,313.7,560.8,835.1,393.4,458,0,0,0
4/1/2060 0:00,2476,30-Apr-71,127,608.6,166.8,410.2,687.7,142.7,30,1389.6,33.09999847,0.200000003
5/1/2060 0:00,2846,31-May-71,83,427.3,183.1,514.2,592.7,69.2,17,1109.5,0,9.699999809
6/1/2060 0:00,2157,30-Jun-71,26.6,155.8,109.2,467.9,355.4,46,12,859.3,0,51.29999924
7/1/2060 0:00,1915,31-Jul-71,9,37,57,266.4,190.7,32.5,11,610.9,0,39
8/1/2060 0:00,1488,31-Aug-71,3.3,9.9,45.4,147.4,135,25.5,0,728.8,0,61.20000076
9/1/2060 0:00,1437,30-Sep-71,2.6,6.5,43.3,127.7,123.5,25.5,23,312.8,0,56.5
10/1/2060 0:00,1317,31-Oct-71,4,8.4,45.3,120.6,118.7,26,0,9.4,0,65.40000153
11/1/2060 0:00,1278,30-Nov-71,9.6,41,51.1,130.3,132.1,31,11,175.4,0,38.20000076
12/1/2060 0:00,2015,31-Dec-71,26.3,88.5,96.2,194.3,214.9,76.5,11,580.8,0,57.40000153
1/1/2061 0:00,2331,31-Jan-72,44.9,358.7,77.9,189.6,227.2,81.4,378,325.6,0,80.09999847
2/1/2061 0:00,3152,29-Feb-72,53.7,379.5,120.5,255.8,312,136.8,28,677.9,0,44
3/1/2061 0:00,2140,31-Mar-72,85.4,818.5,154.5,461.7,607.9,104.6,0,899.6,0,83.80000305
4/1/2061 0:00,2226,30-Apr-72,43.6,267.2,157.2,359.1,503.1,137.5,30,1034.1,0,61.29999924
5/1/2061 0:00,1801,31-May-72,16.3,144,84.6,318.8,241.9,46.1,28,1114.5,0,54.90000153
6/1/2061 0:00,1327,30-Jun-72,5.4,51.3,49.4,238.6,145.1,30.3,12,849.6,0,33.70000076
7/1/2061 0:00,1357,31-Jul-72,0.9,10,36.7,123.2,106.2,21.3,0,852.3,0,36.79999924
8/1/2061 0:00,1286,31-Aug-72,0.3,4.9,35,105.1,93.5,21.2,0,883,0,52.79999924
9/1/2061 0:00,1275,30-Sep-72,1.9,12,43.2,103.4,97.9,22.2,12,409.4,0,34.90000153
10/1/2061 0:00,1335,31-Oct-72,23.6,46,62.7,139.6,122.8,30.9,12,0,0,49.5
11/1/2061 0:00,2454,30-Nov-72,164,191.2,163.4,262.7,272.9,106.8,35,1196.5,5.199999809,54.5
12/1/2061 0:00,2981,31-Dec-72,181.8,622.9,145.5,289.3,302.9,114.3,859,0,33.5,71.5
1/1/2062 0:00,9692,31-Jan-73,423.9,962.6,513.4,682.9,912.9,630.6,2854,0,228,194.6000061
2/1/2062 0:00,12026,28-Feb-73,514.6,720.1,481.4,617,876.9,631.7,3748,0,210.8999939,91.69999695
3/1/2062 0:00,5563,31-Mar-73,301.4,591.2,293.7,385.5,612.6,391.8,701,0,241.1000061,137
4/1/2062 0:00,2298,30-Apr-73,198,730.8,192.9,402.7,552,111.5,18,1981.2,0,86.90000153
5/1/2062 0:00,1955,31-May-73,91.4,386.9,193.3,554.1,472.8,55.3,28,570.2,0,40
6/1/2062 0:00,1591,30-Jun-73,22.4,76.3,71.7,303.5,188,35.8,12,885.8,0,10.5
7/1/2062 0:00,1375,31-Jul-73,7.4,15.7,44.9,151.6,126.4,27.1,11,1086.3,0,13.69999981
8/1/2062 0:00,1300,31-Aug-73,3.3,5.4,40.8,117.9,109.5,23,0,1265.3,0,44.40000153
9/1/2062 0:00,1274,30-Sep-73,3.5,6.1,41.5,112.3,108.2,26.7,23,597.5,0,37.29999924
10/1/2062 0:00,1480,31-Oct-73,8.8,30.5,52.1,137.1,133.6,34.1,12,0,0,43.29999924
11/1/2062 0:00,4525,30-Nov-73,312,879.9,513.4,1044.8,1079.2,656.9,1213,0,107.5,0
12/1/2062 0:00,8237,31-Dec-73,300.4,1115.5,414.7,651.5,874.1,488,2116,0,312.6000061,0
1/1/2063 0:00,10889,31-Jan-74,696.9,2303.6,799.7,1237.3,1786.3,794.1,3924,0,269.2000122,77.69999695
2/1/2063 0:00,5995,28-Feb-74,136,377.2,210.5,344.7,527.8,229.2,344,0,91.30000305,120.1999969
3/1/2063 0:00,9267,31-Mar-74,450.8,1249.9,665.2,1017.3,1679.1,986,2153,0,0,0
4/1/2063 0:00,4286,30-Apr-74,332.2,878,409,654.1,1107,436,70,0,209.6000061,344.8999939
5/1/2063 0:00,3293,31-May-74,109.2,409.3,214.6,615.1,615.5,89.5,28,524.4,0,17.39999962
6/1/2063 0:00,2263,30-Jun-74,31.6,146.9,112.2,571.8,342.5,48.8,12,701,0,28.10000038
7/1/2063 0:00,1816,31-Jul-74,17.4,46.6,69.6,329.8,218.1,40.4,11,933.9,0,60.20000076
8/1/2063 0:00,1729,31-Aug-74,6.6,13.2,55.2,180,171,30.2,12,743,0,43.5
9/1/2063 0:00,1605,30-Sep-74,4.2,6.2,51,140.3,145.6,29.1,23,491.8,0,66.09999847
10/1/2063 0:00,1476,31-Oct-74,6.4,9.5,56.5,134,147.7,30.7,14,0,0,53.70000076
11/1/2063 0:00,1270,30-Nov-74,9.7,19,61.5,147.7,161.9,37.8,137,232.1,0,6.099999905
12/1/2063 0:00,2077,31-Dec-74,58.5,89.2,97.1,167,199.3,66.2,84,606,52.5,9.699999809
1/1/2064 0:00,1865,31-Jan-75,30.3,188.8,92.6,167.2,206.3,71.4,95,371.4,2.5,34.09999847
2/1/2064 0:00,5756,28-Feb-75,340.3,935.6,510.2,627.2,871.9,524.1,2220,0,221.1999969,72
3/1/2064 0:00,9307,31-Mar-75,644.9,1614.8,460.9,681.2,1079.4,692.9,3195,0,244.3999939,0
4/1/2064 0:00,4489,30-Apr-75,200.6,726.2,238.1,404.5,602.2,272.7,18,1363.7,67.80000305,76
5/1/2064 0:00,3364,31-May-75,180,859.7,252.3,694.7,904.5,138.3,28,515.5,14.39999962,0
6/1/2064 0:00,1875,30-Jun-75,43.4,255,159.4,572,421.4,50.7,12,703,0,0
7/1/2064 0:00,1544,31-Jul-75,15.2,42.9,61.5,258.9,193.3,34.1,11,1144.1,0,5.5
8/1/2064 0:00,1428,31-Aug-75,6.3,13.5,54.1,162.5,157.9,31.3,12,975.4,0,27.20000076
9/1/2064 0:00,1513,30-Sep-75,3.8,8.6,50.1,131.5,136.7,31.7,23,0,0,46.79999924
10/1/2064 0:00,1827,31-Oct-75,10.1,38.5,62.3,160.9,164,39.9,74,0,0,5.099999905
11/1/2064 0:00,1612,30-Nov-75,13.2,113.8,60.8,174.3,170.7,46.6,287,260.2,0,0
12/1/2064 0:00,1520,31-Dec-75,13,93.4,61.4,166.8,166.2,44,34,461.5,12.30000019,0
1/1/2065 0:00,1374,31-Jan-76,9.7,46,51.4,135.5,133.4,33.2,10,201,2,28
2/1/2065 0:00,1993,29-Feb-76,24.3,185.1,75,208.2,209.1,61.6,28,659.4,0,0
3/1/2065 0:00,1933,31-Mar-76,30.6,239.8,88.1,243.9,255.9,73,0,1537.5,4.5,112.4000015
4/1/2065 0:00,1854,30-Apr-76,46.2,194.9,90.6,224.1,219.3,63.3,11,1469.9,0,67.80000305
5/1/2065 0:00,1491,31-May-76,14.1,136,61.3,254.1,145.8,27.4,0,754.6,0,57.29999924
6/1/2065 0:00,1095,30-Jun-76,3.8,28,40.6,139.9,107.6,24.6,12,635.4,0,72.90000153
7/1/2065 0:00,1101,31-Jul-76,0.9,6.8,33.4,102.5,94.1,20.7,0,593.2,0,48.5
8/1/2065 0:00,980.5,31-Aug-76,2,10.9,36,102.7,100,25.9,0,1139.1,0,102.5
9/1/2065 0:00,1062,30-Sep-76,1.2,5.7,36.4,91.9,96.9,22.5,0,635,0,42.79999924
10/1/2065 0:00,751,31-Oct-76,2,4.9,38.1,85.3,93.4,22.2,0,0,0,8.899999619
11/1/2065 0:00,763.7,30-Nov-76,4.5,12.4,40.2,87.6,97.3,24.6,11,107.6,0,0.300000012
12/1/2065 0:00,787.1,31-Dec-76,4.1,7.4,41.5,85.3,95.3,25.1,10,162.3,0,0
1/1/2066 0:00,1244,31-Jan-77,7.1,15.4,56.1,94.4,95.3,30.3,10,355.6,0,0
2/1/2066 0:00,1292,28-Feb-77,6.8,22.6,42.5,96.2,101.5,30.3,28,619.9,0,20.5
3/1/2066 0:00,1209,31-Mar-77,23.2,60.4,45.4,104.1,116.2,36.9,0,1049.9,0,36.20000076
4/1/2066 0:00,1008,30-Apr-77,13.5,64.8,41.8,108.8,106,21.8,12,1807.9,0,42.20000076
5/1/2066 0:00,1121,31-May-77,13.1,42.6,45.7,119.5,108.4,29.9,13,1032.2,0,15.80000019
6/1/2066 0:00,1062,30-Jun-77,2.5,16.2,32.3,96.5,80.7,19.4,6,1046.8,0,0
7/1/2066 0:00,605.5,31-Jul-77,0.3,1.7,27.8,69.9,66.7,16.5,5,928.9,0,0
8/1/2066 0:00,493.1,31-Aug-77,0,0,28,65.3,66.4,15.4,0,945.6,0,29.70000076
9/1/2066 0:00,474.6,30-Sep-77,1.1,4.1,33.1,83.5,75.4,23.2,0,438.4,0,40.90000153
10/1/2066 0:00,564.1,31-Oct-77,1.3,8.4,39.2,82.1,78.9,19.7,0,0,0,0
11/1/2066 0:00,1023,30-Nov-77,18.2,113,49,105.7,97.3,28.8,10,92.5,0,1.299999952
12/1/2066 0:00,2118,31-Dec-77,153.7,580.9,129,299.8,266.4,118.1,10,452.7,17.60000038,12.30000019
1/1/2067 0:00,13939,31-Jan-78,803.8,1583.7,638.8,905,1307.4,718.1,3525,0,552.2999878,53.40000153
2/1/2067 0:00,8380,28-Feb-78,459.3,1043,375,533.9,805.6,482.9,3549,0,350.2999878,0
3/1/2067 0:00,5968,31-Mar-78,429.5,1118.7,543.3,789.1,1104.2,589.6,1232,0,444,0
4/1/2067 0:00,4174,30-Apr-78,213.9,587.4,348.1,617.8,745.1,339.8,36,0,112.0999985,144.8999939
5/1/2067 0:00,2868,31-May-78,93.2,423,158.9,492.2,427.1,110.6,28,499.8,6.699999809,37.59999847
6/1/2067 0:00,1422,30-Jun-78,30.1,196.3,87.4,450.7,213.2,49.6,12,866.5,0,0
7/1/2067 0:00,937.6,31-Jul-78,11.4,51.7,47.3,253.7,125.3,30.3,11,822.9,0,0
8/1/2067 0:00,889.1,31-Aug-78,4.3,7.8,39.5,137.4,103.2,22,12,1151,0,40.5
9/1/2067 0:00,924.4,30-Sep-78,11.4,21.2,40.9,121.7,105.2,23.6,23,687.3,0,83.19999695
10/1/2067 0:00,822.5,31-Oct-78,4.8,6.9,36.6,103.4,95.6,21.4,14,0,0,14.19999981
11/1/2067 0:00,906.9,30-Nov-78,8.3,12,43.7,107.4,104.9,26,194,258.3,0,7.199999809
12/1/2067 0:00,753.3,31-Dec-78,8,15.2,44.9,110.1,109.5,28,12,234.5,8.300000191,4.099999905
1/1/2068 0:00,1776,31-Jan-79,61.6,159,107.4,190.2,196.9,79.5,97,837.9,98.09999847,20.60000038
2/1/2068 0:00,4980,28-Feb-79,133.7,296.5,409,437.8,535.9,277.7,810,0,213.6000061,0
3/1/2068 0:00,4185,31-Mar-79,213.6,600.3,224.3,372.3,519.3,280,25,742.4,128.5,0
4/1/2068 0:00,1964,30-Apr-79,104.7,346.7,113,314.5,404.4,133.2,18,1681.2,41.90000153,108.4000015
5/1/2068 0:00,1803,31-May-79,65.8,301.2,144.2,441.4,379.3,116.7,28,626.3,0.5,38
6/1/2068 0:00,1150,30-Jun-79,14.3,56.5,47.7,236.6,138.4,33.5,12,677.3,0,0
7/1/2068 0:00,841.9,31-Jul-79,4.9,13.5,33.3,125.6,103.1,21,0,987.9,12.89999962,0
8/1/2068 0:00,1053,31-Aug-79,1.9,2.6,33.4,106.1,99.6,21.7,0,1035.6,26.39999962,44.59999847
9/1/2068 0:00,838.1,30-Sep-79,1.9,2.9,31.7,88.7,96,21.7,23,705.9,0,58.90000153
10/1/2068 0:00,1310,31-Oct-79,12.1,75.3,73.5,167.5,144.4,40,10,116.6,0,25.29999924
11/1/2068 0:00,1959,30-Nov-79,66.3,266.1,137.6,227.4,187.2,58.2,11,1121.7,33,7
12/1/2068 0:00,3541,31-Dec-79,91.9,147.7,322.5,381.8,358.4,158.1,575,1180.1,130.6999969,0
1/1/2069 0:00,5395,31-Jan-80,349.9,1798.7,621.5,1021.4,1360.3,671.9,3203,0,429.3999939,0
2/1/2069 0:00,11715,29-Feb-80,633.6,1403.2,728.6,906,1484.1,814.3,4118,0,425.1000061,0
3/1/2069 0:00,4195,31-Mar-80,228.2,564,274.7,433.9,624.7,299.9,128,0,205.3999939,95.59999847
4/1/2069 0:00,2035,30-Apr-80,115.7,475.5,128.2,354.7,411.4,112.5,30,1547.3,0,84.30000305
5/1/2069 0:00,2079,31-May-80,55.4,249.8,136,439.9,382.3,78.1,28,1288.4,0,35.29999924
6/1/2069 0:00,1594,30-Jun-80,26.3,93.5,72.8,324,212.6,44.4,12,1189.3,0,0
7/1/2069 0:00,1307,31-Jul-80,10.4,28.8,46.8,212.1,138.3,30.1,0,984.7,0,14.60000038
8/1/2069 0:00,1381,31-Aug-80,3.3,7.2,39.6,126.7,114.1,23.5,0,1303.3,0,61.09999847
9/1/2069 0:00,1006,30-Sep-80,3.4,4.8,40.6,111.4,115.5,22.1,23,940.9,0,57.79999924
10/1/2069 0:00,989.7,31-Oct-80,4.7,7.2,41.7,102.7,110.4,24.5,0,0,0,29.29999924
11/1/2069 0:00,847,30-Nov-80,6.9,13.4,40.2,103.1,112.9,26,11,186.1,0,0
12/1/2069 0:00,1621,31-Dec-80,72.7,232,84.6,218.6,241.6,99.4,10,530.4,8.800000191,40.29999924
1/1/2070 0:00,3504,31-Jan-81,291.3,326.1,249.6,379.1,401.4,183.6,780,0,203.1999969,0
